Candidate_ID,Job_Role,Experience_Level,Experience_Years,Education,Skills,Technical_Skills,Soft_Skills,Certifications,Projects,Previous_Job_Title,Industry,Resume_Summary,Resume_Text,Target_Job_Title,Job_Description,Required_Skills,Preferred_Skills,Matched_Skills,Missing_Skills,Skill_Match_Percentage,ATS_Score,Recommendation,Recommendation_Reason
C1398,DevOps Engineer,Senior,6,B.Tech Computer Science,"Jenkins, Terraform, Python, Git, Docker, Kubernetes, AWS, PowerShell","Jenkins, Terraform, Python, Git, Docker, Kubernetes","Collaboration, Analytical Thinking, Leadership",CompTIA Security+,"Prediction project for DevOps Engineer using Jenkins, Terraform, Python",Technical Specialist,E-commerce,"Senior DevOps Engineer candidate with 6 years of experience. Skilled in Jenkins, Terraform, Python, Git with practical exposure through Prediction project for DevOps Engineer using Jenkins, Terraform, Python.","Professional Summary: Senior DevOps Engineer candidate with 6 years of experience. Skilled in Jenkins, Terraform, Python, Git with practical exposure through Prediction project for DevOps Engineer using Jenkins, Terraform, Python.
Technical Skills: Jenkins, Terraform, Python, Git, Docker, Kubernetes, AWS, PowerShell
Experience: 6 years in E-commerce. Previous role: Technical Specialist.
Education: B.Tech Computer Science
Projects: Prediction project for DevOps Engineer using Jenkins, Terraform, Python
Certifications: CompTIA Security+
Soft Skills: Collaboration, Analytical Thinking, Leadership",DevOps Engineer,"We are hiring a DevOps Engineer to design, develop, test and maintain technology solutions. Required skills include Terraform, Git, Docker, Kubernetes, Prometheus, Jenkins. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include AWS, CI/CD.","Terraform, Git, Docker, Kubernetes, Prometheus, Jenkins","Linux, AWS, Python","Terraform, Git, Docker, Kubernetes, Jenkins",Prometheus,83.33,77.42,Recommended,Matched 5 of 6 required skills; missing Prometheus. 6 years of experience and comptia security+ were considered.
C1399,DevOps Engineer,Senior,10,B.E Computer Science,"Git, AWS, Kubernetes, CI/CD, Prometheus, Linux, Docker, Terraform","Git, AWS, Kubernetes, CI/CD, Prometheus, Linux","Teamwork, Analytical Thinking, Problem Solving",None,"Analytics project for DevOps Engineer using Git, AWS, Kubernetes",Software Engineer,Education,"Senior DevOps Engineer candidate with 10 years of experience. Skilled in Git, AWS, Kubernetes, CI/CD with practical exposure through Analytics project for DevOps Engineer using Git, AWS, Kubernetes.","Professional Summary: Senior DevOps Engineer candidate with 10 years of experience. Skilled in Git, AWS, Kubernetes, CI/CD with practical exposure through Analytics project for DevOps Engineer using Git, AWS, Kubernetes.
Technical Skills: Git, AWS, Kubernetes, CI/CD, Prometheus, Linux, Docker, Terraform
Experience: 10 years in Education. Previous role: Software Engineer.
Education: B.E Computer Science
Projects: Analytics project for DevOps Engineer using Git, AWS, Kubernetes
Certifications: None
Soft Skills: Teamwork, Analytical Thinking, Problem Solving",DevOps Engineer,"We are hiring a DevOps Engineer to design, develop, test and maintain technology solutions. Required skills include Jenkins, Docker, Terraform, AWS, Linux, Python. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include CI/CD, Git.","Jenkins, Docker, Terraform, AWS, Linux, Python","CI/CD, Git, Kubernetes","Docker, Terraform, AWS, Linux","Jenkins, Python",66.67,58.85,Consider,"Matched 4 of 6 required skills; missing Jenkins, Python. 10 years of experience and no listed certification were considered."
C1400,DevOps Engineer,Senior,8,B.Sc Computer Science,"Prometheus, Terraform, Jenkins, CI/CD, Docker, Python, Linux","Prometheus, Terraform, Jenkins, CI/CD, Docker","Analytical Thinking, Time Management, Adaptability",CompTIA Security+,"Management project for DevOps Engineer using Prometheus, Terraform, Jenkins",Technical Specialist,E-commerce,"Senior DevOps Engineer candidate with 8 years of experience. Skilled in Prometheus, Terraform, Jenkins, CI/CD with practical exposure through Management project for DevOps Engineer using Prometheus, Terraform, Jenkins.","Professional Summary: Senior DevOps Engineer candidate with 8 years of experience. Skilled in Prometheus, Terraform, Jenkins, CI/CD with practical exposure through Management project for DevOps Engineer using Prometheus, Terraform, Jenkins.
Technical Skills: Prometheus, Terraform, Jenkins, CI/CD, Docker, Python, Linux
Experience: 8 years in E-commerce. Previous role: Technical Specialist.
Education: B.Sc Computer Science
Projects: Management project for DevOps Engineer using Prometheus, Terraform, Jenkins
Certifications: CompTIA Security+
Soft Skills: Analytical Thinking, Time Management, Adaptability",DevOps Engineer,"We are hiring a DevOps Engineer to design, develop, test and maintain technology solutions. Required skills include AWS, Python, Linux, Docker, Jenkins, CI/CD. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Kubernetes, Terraform.","AWS, Python, Linux, Docker, Jenkins, CI/CD","Prometheus, Kubernetes, Git","Python, Linux, Docker, Jenkins, CI/CD",AWS,83.33,76.33,Recommended,Matched 5 of 6 required skills; missing AWS. 8 years of experience and comptia security+ were considered.
C1401,Cybersecurity Analyst,Fresher,0,M.Sc Computer Science,"Vulnerability Assessment, Network Security, Firewalls, Linux, Incident Response, IAM, Cryptography, SIEM","Vulnerability Assessment, Network Security, Firewalls, Linux, Incident Response, IAM","Time Management, Communication, Adaptability",ISTQB Foundation,"Management project for Cybersecurity Analyst using Vulnerability Assessment, Network Security, Firewalls",Fresher,Banking,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Vulnerability Assessment, Network Security, Firewalls, Linux with practical exposure through Management project for Cybersecurity Analyst using Vulnerability Assessment, Network Security, Firewalls.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Vulnerability Assessment, Network Security, Firewalls, Linux with practical exposure through Management project for Cybersecurity Analyst using Vulnerability Assessment, Network Security, Firewalls.
Technical Skills: Vulnerability Assessment, Network Security, Firewalls, Linux, Incident Response, IAM, Cryptography, SIEM
Experience: 0 years in Banking. Previous role: Fresher.
Education: M.Sc Computer Science
Projects: Management project for Cybersecurity Analyst using Vulnerability Assessment, Network Security, Firewalls
Certifications: ISTQB Foundation
Soft Skills: Time Management, Communication, Adaptability",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Linux, Vulnerability Assessment, SIEM, Firewalls, Cryptography, IAM. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Python, Incident Response.","Linux, Vulnerability Assessment, SIEM, Firewalls, Cryptography, IAM","Python, Network Security, Wireshark","Linux, Vulnerability Assessment, SIEM, Firewalls, Cryptography, IAM",None,100,75.53,Recommended,Matched 6 of 6 required skills; no core required skills missing. 0 years of experience and istqb foundation were considered.
C1402,Cybersecurity Analyst,Fresher,0,B.Sc Computer Science,"Incident Response, SIEM, Network Security, Wireshark, Cryptography, Linux, Vulnerability Assessment","Incident Response, SIEM, Network Security, Wireshark, Cryptography","Adaptability, Collaboration, Leadership",Microsoft Power BI certification,"Monitoring project for Cybersecurity Analyst using Incident Response, SIEM, Network Security",Fresher,Manufacturing,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Incident Response, SIEM, Network Security, Wireshark with practical exposure through Monitoring project for Cybersecurity Analyst using Incident Response, SIEM, Network Security.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Incident Response, SIEM, Network Security, Wireshark with practical exposure through Monitoring project for Cybersecurity Analyst using Incident Response, SIEM, Network Security.
Technical Skills: Incident Response, SIEM, Network Security, Wireshark, Cryptography, Linux, Vulnerability Assessment
Experience: 0 years in Manufacturing. Previous role: Fresher.
Education: B.Sc Computer Science
Projects: Monitoring project for Cybersecurity Analyst using Incident Response, SIEM, Network Security
Certifications: Microsoft Power BI certification
Soft Skills: Adaptability, Collaboration, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Incident Response, Linux, Firewalls, IAM, Network Security, Vulnerability Assessment. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include SIEM, Python.","Incident Response, Linux, Firewalls, IAM, Network Security, Vulnerability Assessment","Python, Cryptography, SIEM","Incident Response, Linux, Network Security, Vulnerability Assessment","Firewalls, IAM",66.67,46.09,Not Recommended,"Matched 4 of 6 required skills; missing Firewalls, IAM. 0 years of experience and microsoft power bi certification were considered."
C1403,Cybersecurity Analyst,Fresher,0,B.E Computer Science,"Network Security, Linux, Python, Firewalls, Wireshark, Cryptography, SIEM, Active Directory","Network Security, Linux, Python, Firewalls, Wireshark, Cryptography","Adaptability, Analytical Thinking, Leadership",TensorFlow certification,"Optimization project for Cybersecurity Analyst using Network Security, Linux, Python",Fresher,Telecommunications,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, Linux, Python, Firewalls with practical exposure through Optimization project for Cybersecurity Analyst using Network Security, Linux, Python.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, Linux, Python, Firewalls with practical exposure through Optimization project for Cybersecurity Analyst using Network Security, Linux, Python.
Technical Skills: Network Security, Linux, Python, Firewalls, Wireshark, Cryptography, SIEM, Active Directory
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: B.E Computer Science
Projects: Optimization project for Cybersecurity Analyst using Network Security, Linux, Python
Certifications: TensorFlow certification
Soft Skills: Adaptability, Analytical Thinking, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Firewalls, Python, IAM, SIEM, Cryptography, Vulnerability Assessment. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, Wireshark.","Firewalls, Python, IAM, SIEM, Cryptography, Vulnerability Assessment","Wireshark, Linux, Incident Response","Firewalls, Python, SIEM, Cryptography","IAM, Vulnerability Assessment",66.67,53.91,Consider,"Matched 4 of 6 required skills; missing IAM, Vulnerability Assessment. 0 years of experience and tensorflow certification were considered."
C1404,Cybersecurity Analyst,Fresher,0,M.Tech,"Cryptography, Linux, Wireshark, IAM, Firewalls, Incident Response, SIEM","Cryptography, Linux, Wireshark, IAM, Firewalls","Adaptability, Collaboration, Leadership",TensorFlow certification,"Analytics project for Cybersecurity Analyst using Cryptography, Linux, Wireshark",Fresher,Telecommunications,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Cryptography, Linux, Wireshark, IAM with practical exposure through Analytics project for Cybersecurity Analyst using Cryptography, Linux, Wireshark.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Cryptography, Linux, Wireshark, IAM with practical exposure through Analytics project for Cybersecurity Analyst using Cryptography, Linux, Wireshark.
Technical Skills: Cryptography, Linux, Wireshark, IAM, Firewalls, Incident Response, SIEM
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: M.Tech
Projects: Analytics project for Cybersecurity Analyst using Cryptography, Linux, Wireshark
Certifications: TensorFlow certification
Soft Skills: Adaptability, Collaboration, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Python, Vulnerability Assessment, Firewalls, Linux, Incident Response, Cryptography. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Wireshark, Network Security.","Python, Vulnerability Assessment, Firewalls, Linux, Incident Response, Cryptography","IAM, Wireshark, SIEM","Firewalls, Linux, Incident Response, Cryptography","Python, Vulnerability Assessment",66.67,58.03,Consider,"Matched 4 of 6 required skills; missing Python, Vulnerability Assessment. 0 years of experience and tensorflow certification were considered."
C1405,Cybersecurity Analyst,Fresher,0,B.Tech Information Technology,"Linux, Network Security, Python, IAM, Firewalls, Vulnerability Assessment","Linux, Network Security, Python, IAM","Analytical Thinking, Teamwork, Time Management",Google Cloud certification,"Automation project for Cybersecurity Analyst using Linux, Network Security, Python",Fresher,IT Services,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Linux, Network Security, Python, IAM with practical exposure through Automation project for Cybersecurity Analyst using Linux, Network Security, Python.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Linux, Network Security, Python, IAM with practical exposure through Automation project for Cybersecurity Analyst using Linux, Network Security, Python.
Technical Skills: Linux, Network Security, Python, IAM, Firewalls, Vulnerability Assessment
Experience: 0 years in IT Services. Previous role: Fresher.
Education: B.Tech Information Technology
Projects: Automation project for Cybersecurity Analyst using Linux, Network Security, Python
Certifications: Google Cloud certification
Soft Skills: Analytical Thinking, Teamwork, Time Management",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Python, SIEM, Firewalls, Cryptography, Wireshark, Network Security. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Vulnerability Assessment, IAM.","Python, SIEM, Firewalls, Cryptography, Wireshark, Network Security","Linux, Vulnerability Assessment, IAM","Python, Firewalls, Network Security","SIEM, Cryptography, Wireshark",50,33.69,Not Recommended,"Matched 3 of 6 required skills; missing SIEM, Cryptography, Wireshark. 0 years of experience and google cloud certification were considered."
C1406,Cybersecurity Analyst,Fresher,0,B.E Computer Science,"Linux, Python, Vulnerability Assessment, SIEM, Wireshark, Network Security","Linux, Python, Vulnerability Assessment, SIEM","Teamwork, Problem Solving, Analytical Thinking",Kubernetes certification,"Management project for Cybersecurity Analyst using Linux, Python, Vulnerability Assessment",Fresher,Healthcare,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Linux, Python, Vulnerability Assessment, SIEM with practical exposure through Management project for Cybersecurity Analyst using Linux, Python, Vulnerability Assessment.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Linux, Python, Vulnerability Assessment, SIEM with practical exposure through Management project for Cybersecurity Analyst using Linux, Python, Vulnerability Assessment.
Technical Skills: Linux, Python, Vulnerability Assessment, SIEM, Wireshark, Network Security
Experience: 0 years in Healthcare. Previous role: Fresher.
Education: B.E Computer Science
Projects: Management project for Cybersecurity Analyst using Linux, Python, Vulnerability Assessment
Certifications: Kubernetes certification
Soft Skills: Teamwork, Problem Solving, Analytical Thinking",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Python, IAM, Incident Response, SIEM, Network Security, Firewalls. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Vulnerability Assessment, Linux.","Python, IAM, Incident Response, SIEM, Network Security, Firewalls","Vulnerability Assessment, Cryptography, Linux","Python, SIEM, Network Security","IAM, Incident Response, Firewalls",50,32.34,Not Recommended,"Matched 3 of 6 required skills; missing IAM, Incident Response, Firewalls. 0 years of experience and kubernetes certification were considered."
C1407,Cybersecurity Analyst,Fresher,0,B.E Information Technology,"Network Security, IAM, Vulnerability Assessment, Firewalls, SIEM, Incident Response, Python, Wireshark, Linux","Network Security, IAM, Vulnerability Assessment, Firewalls, SIEM, Incident Response, Python","Problem Solving, Teamwork, Leadership",None,"Automation project for Cybersecurity Analyst using Network Security, IAM, Vulnerability Assessment",Fresher,Retail,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, IAM, Vulnerability Assessment, Firewalls with practical exposure through Automation project for Cybersecurity Analyst using Network Security, IAM, Vulnerability Assessment.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, IAM, Vulnerability Assessment, Firewalls with practical exposure through Automation project for Cybersecurity Analyst using Network Security, IAM, Vulnerability Assessment.
Technical Skills: Network Security, IAM, Vulnerability Assessment, Firewalls, SIEM, Incident Response, Python, Wireshark, Linux
Experience: 0 years in Retail. Previous role: Fresher.
Education: B.E Information Technology
Projects: Automation project for Cybersecurity Analyst using Network Security, IAM, Vulnerability Assessment
Certifications: None
Soft Skills: Problem Solving, Teamwork, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Linux, Vulnerability Assessment, Cryptography, IAM, SIEM, Firewalls. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Python, Incident Response.","Linux, Vulnerability Assessment, Cryptography, IAM, SIEM, Firewalls","Network Security, Incident Response, Python","Linux, Vulnerability Assessment, IAM, SIEM, Firewalls",Cryptography,83.33,51.02,Consider,Matched 5 of 6 required skills; missing Cryptography. 0 years of experience and no listed certification were considered.
C1408,Cybersecurity Analyst,Fresher,0,B.Sc Computer Science,"Network Security, IAM, Wireshark, Cryptography, Vulnerability Assessment, Security","Network Security, IAM, Wireshark, Cryptography","Leadership, Collaboration, Problem Solving",None,"Monitoring project for Cybersecurity Analyst using Network Security, IAM, Wireshark",Fresher,FinTech,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, IAM, Wireshark, Cryptography with practical exposure through Monitoring project for Cybersecurity Analyst using Network Security, IAM, Wireshark.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, IAM, Wireshark, Cryptography with practical exposure through Monitoring project for Cybersecurity Analyst using Network Security, IAM, Wireshark.
Technical Skills: Network Security, IAM, Wireshark, Cryptography, Vulnerability Assessment, Security
Experience: 0 years in FinTech. Previous role: Fresher.
Education: B.Sc Computer Science
Projects: Monitoring project for Cybersecurity Analyst using Network Security, IAM, Wireshark
Certifications: None
Soft Skills: Leadership, Collaboration, Problem Solving",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Cryptography, Firewalls, Network Security, Python, SIEM, Wireshark. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include IAM, Vulnerability Assessment.","Cryptography, Firewalls, Network Security, Python, SIEM, Wireshark","IAM, Incident Response, Vulnerability Assessment","Cryptography, Network Security, Wireshark","Firewalls, Python, SIEM",50,27.79,Not Recommended,"Matched 3 of 6 required skills; missing Firewalls, Python, SIEM. 0 years of experience and no listed certification were considered."
C1409,Cybersecurity Analyst,Fresher,0,B.Sc Computer Science,"IAM, SIEM, Vulnerability Assessment, Wireshark, Incident Response, Cryptography, Network Security, Firewalls, DNS","IAM, SIEM, Vulnerability Assessment, Wireshark, Incident Response, Cryptography, Network Security","Problem Solving, Communication, Time Management",None,"Optimization project for Cybersecurity Analyst using IAM, SIEM, Vulnerability Assessment",Fresher,Healthcare,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in IAM, SIEM, Vulnerability Assessment, Wireshark with practical exposure through Optimization project for Cybersecurity Analyst using IAM, SIEM, Vulnerability Assessment.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in IAM, SIEM, Vulnerability Assessment, Wireshark with practical exposure through Optimization project for Cybersecurity Analyst using IAM, SIEM, Vulnerability Assessment.
Technical Skills: IAM, SIEM, Vulnerability Assessment, Wireshark, Incident Response, Cryptography, Network Security, Firewalls, DNS
Experience: 0 years in Healthcare. Previous role: Fresher.
Education: B.Sc Computer Science
Projects: Optimization project for Cybersecurity Analyst using IAM, SIEM, Vulnerability Assessment
Certifications: None
Soft Skills: Problem Solving, Communication, Time Management",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Python, Network Security, Firewalls, IAM, Linux, SIEM. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Cryptography, Wireshark.","Python, Network Security, Firewalls, IAM, Linux, SIEM","Cryptography, Wireshark, Incident Response","Network Security, Firewalls, IAM, SIEM","Python, Linux",66.67,38.79,Not Recommended,"Matched 4 of 6 required skills; missing Python, Linux. 0 years of experience and no listed certification were considered."
C1410,Cybersecurity Analyst,Fresher,0,B.Tech Computer Science,"Firewalls, Wireshark, Incident Response, Cryptography, Python, IAM, SIEM, DNS","Firewalls, Wireshark, Incident Response, Cryptography, Python, IAM","Problem Solving, Adaptability, Analytical Thinking",None,"Monitoring project for Cybersecurity Analyst using Firewalls, Wireshark, Incident Response",Fresher,Healthcare,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Firewalls, Wireshark, Incident Response, Cryptography with practical exposure through Monitoring project for Cybersecurity Analyst using Firewalls, Wireshark, Incident Response.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Firewalls, Wireshark, Incident Response, Cryptography with practical exposure through Monitoring project for Cybersecurity Analyst using Firewalls, Wireshark, Incident Response.
Technical Skills: Firewalls, Wireshark, Incident Response, Cryptography, Python, IAM, SIEM, DNS
Experience: 0 years in Healthcare. Previous role: Fresher.
Education: B.Tech Computer Science
Projects: Monitoring project for Cybersecurity Analyst using Firewalls, Wireshark, Incident Response
Certifications: None
Soft Skills: Problem Solving, Adaptability, Analytical Thinking",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Python, IAM, SIEM, Linux, Firewalls, Incident Response. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Vulnerability Assessment, Wireshark.","Python, IAM, SIEM, Linux, Firewalls, Incident Response","Network Security, Cryptography, Wireshark","Python, IAM, SIEM, Firewalls, Incident Response",Linux,83.33,59.81,Consider,Matched 5 of 6 required skills; missing Linux. 0 years of experience and no listed certification were considered.
C1411,Cybersecurity Analyst,Fresher,0,B.E Computer Science,"IAM, Wireshark, Firewalls, Vulnerability Assessment, Linux, Incident Response, DHCP","IAM, Wireshark, Firewalls, Vulnerability Assessment, Linux","Problem Solving, Collaboration, Leadership",None,"E-commerce project for Cybersecurity Analyst using IAM, Wireshark, Firewalls",Fresher,IT Services,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in IAM, Wireshark, Firewalls, Vulnerability Assessment with practical exposure through E-commerce project for Cybersecurity Analyst using IAM, Wireshark, Firewalls.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in IAM, Wireshark, Firewalls, Vulnerability Assessment with practical exposure through E-commerce project for Cybersecurity Analyst using IAM, Wireshark, Firewalls.
Technical Skills: IAM, Wireshark, Firewalls, Vulnerability Assessment, Linux, Incident Response, DHCP
Experience: 0 years in IT Services. Previous role: Fresher.
Education: B.E Computer Science
Projects: E-commerce project for Cybersecurity Analyst using IAM, Wireshark, Firewalls
Certifications: None
Soft Skills: Problem Solving, Collaboration, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include IAM, Vulnerability Assessment, Wireshark, Linux, Firewalls, Cryptography. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include SIEM, Incident Response.","IAM, Vulnerability Assessment, Wireshark, Linux, Firewalls, Cryptography","Incident Response, Python, Network Security","IAM, Vulnerability Assessment, Wireshark, Linux, Firewalls",Cryptography,83.33,57.98,Consider,Matched 5 of 6 required skills; missing Cryptography. 0 years of experience and no listed certification were considered.
C1412,Cybersecurity Analyst,Fresher,0,B.E Computer Science,"Network Security, Wireshark, Incident Response, IAM, SIEM, Vulnerability Assessment, Python","Network Security, Wireshark, Incident Response, IAM, SIEM","Problem Solving, Communication, Collaboration",Microsoft Azure Fundamentals,"Automation project for Cybersecurity Analyst using Network Security, Wireshark, Incident Response",Fresher,FinTech,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, Wireshark, Incident Response, IAM with practical exposure through Automation project for Cybersecurity Analyst using Network Security, Wireshark, Incident Response.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Network Security, Wireshark, Incident Response, IAM with practical exposure through Automation project for Cybersecurity Analyst using Network Security, Wireshark, Incident Response.
Technical Skills: Network Security, Wireshark, Incident Response, IAM, SIEM, Vulnerability Assessment, Python
Experience: 0 years in FinTech. Previous role: Fresher.
Education: B.E Computer Science
Projects: Automation project for Cybersecurity Analyst using Network Security, Wireshark, Incident Response
Certifications: Microsoft Azure Fundamentals
Soft Skills: Problem Solving, Communication, Collaboration",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Network Security, Firewalls, IAM, Cryptography, Wireshark, Incident Response. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Linux, Vulnerability Assessment.","Network Security, Firewalls, IAM, Cryptography, Wireshark, Incident Response","SIEM, Linux, Vulnerability Assessment","Network Security, IAM, Wireshark, Incident Response","Firewalls, Cryptography",66.67,47.02,Not Recommended,"Matched 4 of 6 required skills; missing Firewalls, Cryptography. 0 years of experience and microsoft azure fundamentals were considered."
C1413,Cybersecurity Analyst,Fresher,0,B.Tech Computer Science,"Cryptography, Vulnerability Assessment, Wireshark, Network Security, IAM, Incident Response, Firewalls, SIEM","Cryptography, Vulnerability Assessment, Wireshark, Network Security, IAM, Incident Response","Problem Solving, Time Management, Analytical Thinking",None,"Analytics project for Cybersecurity Analyst using Cryptography, Vulnerability Assessment, Wireshark",Fresher,Telecommunications,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Cryptography, Vulnerability Assessment, Wireshark, Network Security with practical exposure through Analytics project for Cybersecurity Analyst using Cryptography, Vulnerability Assessment, Wireshark.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Cryptography, Vulnerability Assessment, Wireshark, Network Security with practical exposure through Analytics project for Cybersecurity Analyst using Cryptography, Vulnerability Assessment, Wireshark.
Technical Skills: Cryptography, Vulnerability Assessment, Wireshark, Network Security, IAM, Incident Response, Firewalls, SIEM
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: B.Tech Computer Science
Projects: Analytics project for Cybersecurity Analyst using Cryptography, Vulnerability Assessment, Wireshark
Certifications: None
Soft Skills: Problem Solving, Time Management, Analytical Thinking",System Administrator,"We are hiring a System Administrator to design, develop, test and maintain technology solutions. Required skills include Windows Server, PowerShell, Monitoring, Active Directory, Security, Linux. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Networking, Bash.","Windows Server, PowerShell, Monitoring, Active Directory, Security, Linux","Backup, VMware, Networking",None,"Windows Server, PowerShell, Monitoring, Active Directory, Security, Linux",0,0,Not Recommended,"Matched 0 of 6 required skills; missing Windows Server, PowerShell, Monitoring. 0 years of experience and no listed certification were considered."
C1414,Cybersecurity Analyst,Fresher,0,MCA,"Python, SIEM, Vulnerability Assessment, Network Security, Linux, Firewalls","Python, SIEM, Vulnerability Assessment, Network Security","Collaboration, Analytical Thinking, Leadership",Cisco CCNA,"Prediction project for Cybersecurity Analyst using Python, SIEM, Vulnerability Assessment",Fresher,FinTech,"Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Python, SIEM, Vulnerability Assessment, Network Security with practical exposure through Prediction project for Cybersecurity Analyst using Python, SIEM, Vulnerability Assessment.","Professional Summary: Fresher Cybersecurity Analyst candidate with 0 years of experience. Skilled in Python, SIEM, Vulnerability Assessment, Network Security with practical exposure through Prediction project for Cybersecurity Analyst using Python, SIEM, Vulnerability Assessment.
Technical Skills: Python, SIEM, Vulnerability Assessment, Network Security, Linux, Firewalls
Experience: 0 years in FinTech. Previous role: Fresher.
Education: MCA
Projects: Prediction project for Cybersecurity Analyst using Python, SIEM, Vulnerability Assessment
Certifications: Cisco CCNA
Soft Skills: Collaboration, Analytical Thinking, Leadership",Cybersecurity Analyst,"We are hiring a Cybersecurity Analyst to design, develop, test and maintain technology solutions. Required skills include Linux, Python, SIEM, Network Security, Vulnerability Assessment, IAM. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Wireshark, Incident Response.","Linux, Python, SIEM, Network Security, Vulnerability Assessment, IAM","Wireshark, Firewalls, Incident Response","Linux, Python, SIEM, Network Security, Vulnerability Assessment",IAM,83.33,55.79,Consider,Matched 5 of 6 required skills; missing IAM. 0 years of experience and cisco ccna were considered.
